question_id,db_id,question,difficulty,judge_evaluation_sql_eval_reasoning,judge_evaluation_sql_eval_status,judge_evaluation_sparql_eval_reasoning,judge_evaluation_sparql_eval_status,judge_evaluation_sparql_eval_error_category,judge_evaluation_comparison_summary,judge_evaluation_comparison_winner
1361,student_club,What is the total cost of the pizzas for all the events? Context: total cost of the pizzas refers to SUM(cost) where expense_description = 'Pizza',simple,"SQL result matches the ground truth SUM(cost) = 600.11 exactly and row count is 1, so it is correct.",CORRECT,"SPARQL result returns total = 600.11 which matches the ground truth value; extra column name is allowed, so it is correct.",CORRECT,NONE,Both SQL and SPARQL returned the correct total pizza cost (600.11).,TIE_BOTH_CORRECT
1362,student_club,"How many cities are there in Orange County, Virginia? Context: Orange County is the county name, Virginia is the state name",simple,The SQL result returns a single numeric value 7 matching the ground truth count (7). Using COUNT(DISTINCT city) is acceptable because it yields the same value as the expected COUNT(city) in this case.,CORRECT,The SPARQL result returns a single value cityCount = 7 which exactly matches the ground truth count. The presence of a different column name is allowed.,CORRECT,NONE,"Both SQL and SPARQL predictions return the correct count of 7 cities for Orange County, Virginia.",TIE_BOTH_CORRECT
1368,student_club,"What does the person with the phone number ""809-555-3360"" major in? Context: major in refers to major_name",simple,SQL output exactly matches the ground truth value 'Agricultural Education' and has the correct row count.,CORRECT,"SPARQL output includes the correct majorName 'Agricultural Education'; extra columns (member, major) are allowed by the criteria.",CORRECT,NONE,Both SQL and SPARQL returned the correct major 'Agricultural Education'.,TIE_BOTH_CORRECT
1371,student_club,"How many members attended the ""Women's Soccer"" event? Context: 'Women's Soccer' is the event name;",simple,"SQL result returns a single row with count 17, matching the ground truth value (COUNT = 17). Using DISTINCT does not change the value here, so the output is semantically correct.",CORRECT,"SPARQL returns the event identifier plus attendeeCount = 17. Extra columns are permitted and the count matches the ground truth, so the result is semantically correct.",CORRECT,NONE,Both SQL and SPARQL results report the correct attendee count of 17 for the 'Women's Soccer' event.,TIE_BOTH_CORRECT
1375,student_club,"List all the members of the ""School of Applied Sciences, Technology and Education"" department. Context: list all members means to list all the full name; full name refers to first_name, last_name;",moderate,SQL output matches the ground truth exactly in values and row count (all five first_name/last_name pairs present).,CORRECT,"SPARQL output contains the same five firstName/lastName pairs as the ground truth; extra columns (person, major) are allowed by the criteria.",CORRECT,NONE,Both SQL and SPARQL results return the same five members matching the ground truth.,TIE_BOTH_CORRECT
1376,student_club,"Among all the closed events, which event has the highest spend-to-budget ratio? Context: closed events refers to event_name where status = 'Closed'; highest spend-to budget ratio refers to MAX(DIVIDE(spent, amount))",moderate,"The SQL result returns 'Officers meeting - November' while the ground truth is 'September Speaker'. The returned event name does not match the expected highest spend-to-budget closed event, so the answer is incorrect.",WRONG_ANSWER,"The SPARQL result returns 'Officers meeting - October' with ratio 1.01, which does not match the ground truth event 'September Speaker'. Although extra columns are allowed, the correct event is not present, so the result is incorrect.",WRONG_ANSWER,LOGIC,Both predictions return incorrect events (neither matches the ground truth 'September Speaker').,TIE_BOTH_INCORRECT
1378,student_club,What is the highest amount of budget spend for an event? Context: highest amount of budget spend refers to MAX(spent),simple,The SQL result returns a single value MAX(spent) = 327.07 which exactly matches the ground truth value (allowing numeric equality/rounding).,CORRECT,"The SPARQL result returns totalSpent = 449.13 (and an event URI), which does not match the ground truth MAX(spent) = 327.07; the aggregation or selection logic is incorrect.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth; the SPARQL prediction returns an incorrect aggregated value.,SQL
1380,student_club,What is the total amount of money spent for food? Context: total amount of money spent refers to SUM(spent); spent for food refers to category = 'Food',simple,The SQL result returns a single SUM(spent) value of 1234.73 matching the ground truth value exactly; row count and numeric value align.,CORRECT,The SPARQL result returns totalSpent = 1234.73 which semantically matches the ground truth SUM(spent). Extra column name is allowed and the value matches.,CORRECT,NONE,Both SQL and SPARQL predictions produce the correct total amount for food spending and match the ground truth.,TIE_BOTH_CORRECT
1381,student_club,"List the name of students that have attended more than 7 events. Context: name of students means the full name; full name refers to first_name, last_name; attended more than 7 events refers to COUNT(link_to_event) > 7",moderate,SQL output contains the same 29 full-name rows as the ground truth with matching first_name and last_name values and row count; values match exactly.,CORRECT,"SPARQL output includes the same 29 students (firstName/lastName) as the ground truth and the required rows are present; additional columns (student URI, eventsAttended) are allowed by the criteria.",CORRECT,NONE,Both SQL and SPARQL outputs semantically match the ground truth (same 29 student names); both are correct.,TIE_BOTH_CORRECT
1387,student_club,"Which student has been entrusted to manage the budget for the Yearly Kickoff? Context: name of students means the full name; full name refers to first_name, last_name;'Yearly Kickoff' is an event name;",moderate,"The SQL result returns only one row (Elijah Allen) while the ground truth contains four rows (Elijah Allen twice and Sacha Harrison twice). It is missing Sacha Harrison and the correct multiplicity, so it does not match the ground truth.",WRONG_ANSWER,"The SPARQL result includes a label 'Elijah Allen' but lacks first_name/last_name values and does not include Sacha Harrison. It also returns only two rows (one is a duplicate member with an identifier label), so it fails to match the full ground truth set and correct multiplicity.",WRONG_ANSWER,LOGIC,Both predictions are incorrect: SQL returns only one Elijah Allen (missing Sacha Harrison and duplicates); SPARQL provides an Elijah label but misses Sacha and proper name columns/row multiplicity.,TIE_BOTH_INCORRECT
1389,student_club,Which event has the lowest cost? Context: event refers to event_name; lowest cost means MIN(cost),simple,"The SQL output contains the correct event 'November Speaker' but also returns two extra events ('October Speaker', 'September Speaker'), so the result set does not match the ground truth single-row answer.",WRONG_ANSWER,The SPARQL output returns eight events (all with totalBudget 20.0) and does not include the ground-truth event 'November Speaker'; extra columns are allowed but the correct value is missing.,WRONG_ANSWER,LOGIC,Both predictions are incorrect; SQL at least includes the correct event alongside extra rows while the SPARQL result omits the ground-truth event entirely.,SQL
1390,student_club,"Based on the total cost for all event, what is the percentage of cost for Yearly Kickoff event? Context: percentage = DIVIDE(SUM(cost where event_name = 'Yearly Kickoff'), SUM(cost)) * 100",moderate,The SQL result returns a single numeric value 21.530164665276477 which exactly matches the ground truth percentage (allowing for numeric precision). Row count and value align with the expected result.,CORRECT,"The SPARQL result returns kickoffCost=0, totalCost=0 and percent=0 which does not match the ground truth (21.530164665276477). This indicates incorrect aggregation or logic in the SPARQL query.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth exactly; the SPARQL prediction is incorrect (returns zeros).,SQL
1392,student_club,Indicate the top source of funds received in September 2019 based on their amount. Context: top source funds refers to MAX(source); September 2019 means date_received BETWEEN '2019-09-01' and '2019-09-30',simple,SQL output matches the ground truth exactly: same single row with source 'School Appropration'.,CORRECT,SPARQL output includes the correct source 'School Appropration' and an extra numeric column totalAmount (allowed per rules); the presence of the correct answer makes it correct.,CORRECT,NONE,Both SQL and SPARQL returned the correct top source 'School Appropration' (SPARQL included an allowed extra totalAmount column).,TIE_BOTH_CORRECT
